"plot","pont","peso.seco","peso.saco","peso.flor_g","peso.fruto_g","peso.galho_g","peso.folha_g","data","obs","date2","years","months","days","weight_g"
"J16","C",27.43,7.95,0,0,0,19.48,"03/09/2013",,2013-09-03,"2013","09","03",19.48
"J16","D",29.53,7.98,0,1.06,9.86,12.17,"03/09/2013",,2013-09-03,"2013","09","03",21.55
"J17","A",36.76,8.1,0,0,9.14,20.22,"03/09/2013",,2013-09-03,"2013","09","03",28.66
"J17","B",40.06,8.18,14,0,0.23,19.14,"03/09/2013",,2013-09-03,"2013","09","03",31.88
"J17","C",21.07,8.16,0,0,0,12.91,"03/09/2013",,2013-09-03,"2013","09","03",12.91
"J17","D",20.37,7.96,0,0,1.46,11.04,"03/09/2013",,2013-09-03,"2013","09","03",12.41
"J21","A",27.48,7.96,0,1.46,0,18.85,"03/09/2013",,2013-09-03,"2013","09","03",19.52
"J21","B",36.28,7.98,0,6.24,2.26,20.83,"03/09/2013",,2013-09-03,"2013","09","03",28.3
"J21","C",23.65,8.03,0,2.64,1.15,12.6,"03/09/2013",,2013-09-03,"2013","09","03",15.62
"J21","D",15.82,7.96,0,0,0.52,7.72,"03/09/2013",,2013-09-03,"2013","09","03",7.86
"J22","A",16.2,7.82,0,0,0.62,7.76,"03/09/2013",,2013-09-03,"2013","09","03",8.38
"J22","B",22.54,7.98,0,2.36,1.18,11.65,"03/09/2013",,2013-09-03,"2013","09","03",14.56
"J22","C",33.89,7.93,0,0.13,4.92,22.4,"03/09/2013",,2013-09-03,"2013","09","03",25.96
"J22","D",27.9,7.89,0,2.63,0,11.56,"03/09/2013",,2013-09-03,"2013","09","03",20.01
"J26","A",29.87,7.93,0,0,3.01,19.56,"03/09/2013",,2013-09-03,"2013","09","03",21.94
"J26","B",31.4,8.04,0,0,0,23.36,"03/09/2013",,2013-09-03,"2013","09","03",23.36
"J26","C",26.52,7.96,0,0,0,17.56,"03/09/2013",,2013-09-03,"2013","09","03",18.56
"J26","D",27.11,8.04,0,1.16,0.23,17.93,"03/09/2013",,2013-09-03,"2013","09","03",19.07
"J27","A",33.02,7.96,0,0.56,2.99,21.54,"03/09/2013",,2013-09-03,"2013","09","03",25.06
"J27","B",21.79,7.96,0,0,0.45,13.86,"03/09/2013",,2013-09-03,"2013","09","03",13.83
"J27","C",20.94,7.95,0,0,0.2,12.96,"03/09/2013",,2013-09-03,"2013","09","03",12.99
"J27","D",37.18,7.96,0,0.79,7.58,21.52,"03/09/2013",,2013-09-03,"2013","09","03",29.22
"K16","A",17.19,7.98,0,0.04,2.68,6.74,"03/09/2013",,2013-09-03,"2013","09","03",9.21
"K16","B",29.08,7.94,0,0,1.08,20.54,"03/09/2013",,2013-09-03,"2013","09","03",21.14
"K16","C",23.22,8.13,0,0.4,0.91,14.17,"03/09/2013",,2013-09-03,"2013","09","03",15.09
"K16","D",22.65,8.13,0,0.09,0.17,14.96,"03/09/2013",,2013-09-03,"2013","09","03",14.52
"K17","A",29.97,8.13,0,0.25,0,19.37,"03/09/2013",,2013-09-03,"2013","09","03",21.84
"K17","B",21.27,7.98,0,1.35,0.16,12.29,"03/09/2013",,2013-09-03,"2013","09","03",13.29
"K17","C",27.25,7.99,0,0.62,2.9,16.6,"03/09/2013",,2013-09-03,"2013","09","03",19.26
"K17","D",29.94,7.98,0,4.12,8.14,10.55,"03/09/2013",,2013-09-03,"2013","09","03",21.96
"K21","A",24.15,8.48,0,0,0,16.47,"03/09/2013",,2013-09-03,"2013","09","03",15.67
"K21","B",24.48,8.7,0,0,3.2,13.66,"03/09/2013",,2013-09-03,"2013","09","03",15.78
"K21","C",33.79,8.59,0,0,0,24.89,"03/09/2013",,2013-09-03,"2013","09","03",25.2
"K21","D",17.2,8.49,0,0,0,8.71,"03/09/2013",,2013-09-03,"2013","09","03",8.71
"K22","A",18.65,8.66,0,0,1.58,8.83,"03/09/2013",,2013-09-03,"2013","09","03",9.99
"K22","B",23.89,8.7,0,0,0,15.19,"03/09/2013",,2013-09-03,"2013","09","03",15.19
"K22","C",30.3,8.72,0,0.31,0.16,22.14,"03/09/2013",,2013-09-03,"2013","09","03",21.58
"K22","D",23.28,8.03,0,0.62,0.03,15.15,"03/09/2013",,2013-09-03,"2013","09","03",15.25
"K26","A",19.52,7.97,0,0,0,11.55,"03/09/2013",,2013-09-03,"2013","09","03",11.55
"K26","B",31.31,8.22,0,0,12.26,11.73,"03/09/2013",,2013-09-03,"2013","09","03",23.09
"K26","C",24.4,8.02,0,1.3,0,15.58,"03/09/2013",,2013-09-03,"2013","09","03",16.38
"K26","D",16.4,8.03,0,0,0,8.37,"03/09/2013",,2013-09-03,"2013","09","03",8.37
"K27","A",20.47,8.07,0,0.26,0,12.49,"03/09/2013",,2013-09-03,"2013","09","03",12.4
"K27","B",28.3,8.02,0,3.65,6.06,11.07,"03/09/2013",,2013-09-03,"2013","09","03",20.28
"K27","C",27.07,8.17,0,0,1.48,18.05,"03/09/2013",,2013-09-03,"2013","09","03",18.9
"K27","D",35.55,8.03,0,0,6.79,21.65,"03/09/2013",,2013-09-03,"2013","09","03",27.52
"E16","A",48.57,8.08,0,0,0.96,41.52,"16/09/2013",,2013-09-16,"2013","09","16",40.49
"E16","B",35.64,8.18,0,0,0,27.46,"16/09/2013",,2013-09-16,"2013","09","16",27.46
"E16","C",30.95,8.21,0,0,1.94,21.6,"16/09/2013",,2013-09-16,"2013","09","16",22.74
"E16","D",35.23,8.1,0,0,0,27.13,"16/09/2013",,2013-09-16,"2013","09","16",27.13
"E17","A",40.02,7.96,11.24,0.18,0.62,20.63,"16/09/2013",,2013-09-16,"2013","09","16",32.06
"E17","B",25.98,8.04,0,0,0,17.94,"16/09/2013",,2013-09-16,"2013","09","16",17.94
"E17","C",16.31,8.11,0,0.51,0.21,8.02,"16/09/2013",,2013-09-16,"2013","09","16",8.2
"E17","D",27.21,8.12,0,0.58,1.52,19.54,"16/09/2013",,2013-09-16,"2013","09","16",19.09
"E21","A",37.06,8.19,0,0.72,0.66,29.52,"16/09/2013",,2013-09-16,"2013","09","16",28.87
"E21","B",59.19,8.21,0,2.42,0.53,48.52,"16/09/2013",,2013-09-16,"2013","09","16",50.98
"E21","C",41.96,8.26,1.07,0,0.88,32.3,"16/09/2013",,2013-09-16,"2013","09","16",33.7
"E21","D",40.66,8.4,0,2.19,0.73,30.07,"16/09/2013",,2013-09-16,"2013","09","16",32.26
"E22","A",29.86,8.05,0,0.28,0.38,21.41,"16/09/2013",,2013-09-16,"2013","09","16",21.81
"E22","B",47.72,8.1,0,4.85,0.84,34.86,"16/09/2013",,2013-09-16,"2013","09","16",39.62
"E22","C",29.52,8.18,0,0,0,21.34,"16/09/2013",,2013-09-16,"2013","09","16",21.34
"E22","D",35.84,8.2,0,0.97,0,27.44,"16/09/2013",,2013-09-16,"2013","09","16",27.64
"E26","A",39.58,8.2,0,0,0,31.64,"16/09/2013",,2013-09-16,"2013","09","16",31.38
"E26","B",52.96,8.08,0,0,0,44.96,"16/09/2013",,2013-09-16,"2013","09","16",44.88
"E26","C",48.93,8.1,0,0,0,40.83,"16/09/2013",,2013-09-16,"2013","09","16",40.83
"E26","D",75.43,8.07,0,4.14,0,70.58,"16/09/2013",,2013-09-16,"2013","09","16",67.36
"E27","A",29.01,8.26,0,0.47,0.13,21.8,"16/09/2013",,2013-09-16,"2013","09","16",20.75
"E27","B",35.49,8.18,0,1.31,0.85,26.02,"16/09/2013",,2013-09-16,"2013","09","16",27.31
"E27","C",60.1,8.18,0,0,0,51.92,"16/09/2013",,2013-09-16,"2013","09","16",51.92
"E27","D",45.05,8.2,2.84,0,0,35.54,"16/09/2013",,2013-09-16,"2013","09","16",36.85
"F16","A",37.55,8.06,0,0.42,2.09,27.75,"16/09/2013",,2013-09-16,"2013","09","16",29.49
"F16","B",22.36,8.19,0.92,1.25,0,12.59,"16/09/2013",,2013-09-16,"2013","09","16",14.17
"F16","C",29.42,8.05,0,0,2,20.26,"16/09/2013",,2013-09-16,"2013","09","16",21.37
"F16","D",27.77,8.2,0,0,0,19.57,"16/09/2013",,2013-09-16,"2013","09","16",19.57
"F17","A",64.2,8.2,0,3.2,0,54.65,"16/09/2013",,2013-09-16,"2013","09","16",56
"F17","B",36.91,8.21,0,0,0.75,28.75,"16/09/2013",,2013-09-16,"2013","09","16",28.7
"F17","C",50.69,8.09,0,4.71,0,38.85,"16/09/2013",,2013-09-16,"2013","09","16",42.6
"F17","D",66.32,8.03,0,0,0,58.79,"16/09/2013",,2013-09-16,"2013","09","16",58.29
"F21","A",59.52,8.08,0,0,0,61.44,"16/09/2013",,2013-09-16,"2013","09","16",51.44
"F21","B",76.79,8.18,0,0,0,67.61,"16/09/2013",,2013-09-16,"2013","09","16",68.61
"F21","C",62.99,8.1,0,0,0,54.89,"16/09/2013",,2013-09-16,"2013","09","16",54.89
"F21","D",74.29,8.12,0,1.36,4.06,62.31,"16/09/2013",,2013-09-16,"2013","09","16",66.17
"F22","A",49.77,8.24,0,0.44,0,41.87,"16/09/2013",,2013-09-16,"2013","09","16",41.53
"F22","B",80.89,8.1,0,0,1.59,71.83,"16/09/2013",,2013-09-16,"2013","09","16",72.79
"F22","C",37.16,8.22,0,0,0.95,28.68,"16/09/2013",,2013-09-16,"2013","09","16",28.94
"F22","D",38.63,8.03,0,0,0,30.33,"16/09/2013",,2013-09-16,"2013","09","16",30.6
"F26","A",36.79,8.17,0,0.55,0.16,28.42,"16/09/2013",,2013-09-16,"2013","09","16",28.62
"F26","B",21.76,8.1,0,0.28,0,13.96,"16/09/2013",,2013-09-16,"2013","09","16",13.66
"F26","C",28.07,8.2,0,0,0,19.87,"16/09/2013",,2013-09-16,"2013","09","16",19.87
"F26","D",24.52,8.25,0,5.31,0,11.57,"16/09/2013",,2013-09-16,"2013","09","16",16.27
"F27","A",26.68,8.22,0,0,1.22,17.76,"16/09/2013",,2013-09-16,"2013","09","16",18.46
"F27","B",34.91,8.19,0,0,0,26.72,"16/09/2013",,2013-09-16,"2013","09","16",26.72
"F27","C",36.13,8.1,0,0,0,28.03,"16/09/2013",,2013-09-16,"2013","09","16",28.03
"F27","D",33.12,8.19,0,0,0,24.93,"16/09/2013",,2013-09-16,"2013","09","16",24.93
"J16","A",53.77,8.73,0,0,1.62,47.48,"16/09/2013",,2013-09-16,"2013","09","16",45.04
"J16","B",37.33,8.64,0,0,0.85,31.28,"16/09/2013",,2013-09-16,"2013","09","16",28.69
"J16","C",34.86,8.7,0,0,1.11,27.7,"16/09/2013",,2013-09-16,"2013","09","16",26.16
"J16","D",69.94,8.6,0,0,0,61.34,"16/09/2013",,2013-09-16,"2013","09","16",61.34
"J17","A",35.16,8.71,0,0,0,26.45,"16/09/2013",,2013-09-16,"2013","09","16",26.45
"J17","B",90.88,8.66,0,0,0,82.22,"16/09/2013",,2013-09-16,"2013","09","16",82.22
"J17","C",22.96,8.63,0,0,0,14.33,"16/09/2013",,2013-09-16,"2013","09","16",14.33
"J17","D",38.26,8.7,0,0,1.11,31.36,"16/09/2013",,2013-09-16,"2013","09","16",29.56
"J21","A",36.67,8.63,0,3.82,0,26.96,"16/09/2013",,2013-09-16,"2013","09","16",28.04
"J21","B",30.6,8.68,0,3.96,1.53,19.76,"16/09/2013",,2013-09-16,"2013","09","16",21.92
"J21","C",43.11,8.87,0,0,1.43,36.39,"16/09/2013",,2013-09-16,"2013","09","16",34.24
"J21","D",22.84,8.08,0,0,0,14.76,"16/09/2013",,2013-09-16,"2013","09","16",14.76
"J22","A",58.28,8.1,0,0,0,50.18,"16/09/2013",,2013-09-16,"2013","09","16",50.18
"J22","B",70.2,8.17,0,6.15,0,57.88,"16/09/2013",,2013-09-16,"2013","09","16",62.03
"J22","C",53.79,8.18,0,0.45,0,41.02,"16/09/2013",,2013-09-16,"2013","09","16",45.61
"J22","D",50.39,8.17,0,0,0,42.22,"16/09/2013",,2013-09-16,"2013","09","16",42.22
"J26","A",58.8,8.12,0,0,0.19,52.34,"16/09/2013",,2013-09-16,"2013","09","16",50.68
"J26","B",40.45,8.26,0,0.7,0.37,32.52,"16/09/2013",,2013-09-16,"2013","09","16",32.19
"J26","C",40.71,8.13,0,2.06,0.18,31.55,"16/09/2013",,2013-09-16,"2013","09","16",32.58
"J26","D",50.12,8.18,0,4.24,0,39.52,"16/09/2013",,2013-09-16,"2013","09","16",41.94
"J27","A",40.56,8.06,0,0,0,32.5,"16/09/2013",,2013-09-16,"2013","09","16",32.5
"J27","B",23.8,8.1,0,0.52,0.16,15.53,"16/09/2013",,2013-09-16,"2013","09","16",15.7
"J27","C",28.02,8.18,0,0.22,0.45,19.98,"16/09/2013",,2013-09-16,"2013","09","16",19.84
"J27","D",33.05,8.16,0,0,0.36,25.57,"16/09/2013",,2013-09-16,"2013","09","16",24.89
"K16","A",26.82,7.93,0,0.44,2.46,16.86,"16/09/2013",,2013-09-16,"2013","09","16",18.89
"K16","B",47.06,8.24,0,0,1.25,39.03,"16/09/2013",,2013-09-16,"2013","09","16",38.82
"K16","C",26.44,8.12,0,0,0,18.32,"16/09/2013",,2013-09-16,"2013","09","16",18.32
"K16","D",28.69,8.28,0,1.03,0.78,19.8,"16/09/2013",,2013-09-16,"2013","09","16",20.41
"K17","A",36.58,7.13,0,2.25,0,27.05,"16/09/2013",,2013-09-16,"2013","09","16",29.45
"K17","B",21.18,8.05,0,0.73,0.48,12.73,"16/09/2013",,2013-09-16,"2013","09","16",13.13
"K17","C",28.63,8.17,0,4.99,0,12.37,"16/09/2013",,2013-09-16,"2013","09","16",20.46
"K17","D",24.14,7.99,0,0,0,16.15,"16/09/2013",,2013-09-16,"2013","09","16",16.15
"K21","A",47.88,8.17,0,0,0.73,41.1,"16/09/2013",,2013-09-16,"2013","09","16",39.71
"K21","B",50.55,8.2,0,0,1.07,43.9,"16/09/2013",,2013-09-16,"2013","09","16",42.35
"K21","C",47.99,8.2,0,0,0.86,39.07,"16/09/2013",,2013-09-16,"2013","09","16",39.79
"K21","D",29.08,8.13,0,0,0.87,20.8,"16/09/2013",,2013-09-16,"2013","09","16",20.95
"K22","A",26.37,8.13,0,0,0,18.24,"16/09/2013",,2013-09-16,"2013","09","16",18.24
"K22","B",28.67,8.13,0,0.87,0.19,20.55,"16/09/2013",,2013-09-16,"2013","09","16",20.54
"K22","C",34.42,8.1,0,0,0,26.32,"16/09/2013",,2013-09-16,"2013","09","16",26.32
"K22","D",25.5,8.08,0,0.73,0.48,17.25,"16/09/2013",,2013-09-16,"2013","09","16",17.42
"K26","A",28.9,8.24,0,0.97,0,20.8,"16/09/2013",,2013-09-16,"2013","09","16",20.66
"K26","B",18.9,8.22,0,0,0.73,10.87,"16/09/2013",,2013-09-16,"2013","09","16",10.68
"K26","C",52.6,8.24,0,0.34,1.37,44.78,"16/09/2013",,2013-09-16,"2013","09","16",44.36
"K26","D",27.43,8.78,0,9.12,0,10.59,"16/09/2013",,2013-09-16,"2013","09","16",18.65
"K27","A",27.45,8.12,0,0,0,19.33,"16/09/2013",,2013-09-16,"2013","09","16",19.33
"K27","B",48.71,8.15,0,3.79,0.73,38.12,"16/09/2013",,2013-09-16,"2013","09","16",40.56
"K27","C",45.35,8.18,0,0,1.1,38.61,"16/09/2013",,2013-09-16,"2013","09","16",37.17
"K27","D",34.2,8.31,1.43,0.34,0.26,30.55,"16/09/2013",,2013-09-16,"2013","09","16",25.89
"E16","A",21.84,9.02,0,0,1.27,18.12,"01/10/2013",,2013-10-01,"2013","10","01",12.82
"E16","B",27.08,9.02,0,0,0.56,17.89,"01/10/2013",,2013-10-01,"2013","10","01",18.06
"E16","C",19.84,8.78,0,0,0.55,10.75,"01/10/2013",,2013-10-01,"2013","10","01",11.06
"E16","D",27.28,8.88,0,0,0,18.4,"01/10/2013",,2013-10-01,"2013","10","01",18.4
"E17","A",23.91,8.87,0,0.33,1.17,13.98,"01/10/2013",,2013-10-01,"2013","10","01",15.04
"E17","B",23.98,8.94,0,0,2.98,12.17,"01/10/2013",,2013-10-01,"2013","10","01",15.04
"E17","C",25.71,8.94,0,0,0.79,16.33,"01/10/2013",,2013-10-01,"2013","10","01",16.77
"E17","D",34.03,8.87,0,0,2.02,23.54,"01/10/2013",,2013-10-01,"2013","10","01",25.16
"E21","A",19.96,9.83,0,0.72,0,10.68,"01/10/2013",,2013-10-01,"2013","10","01",10.13
"E21","B",25.12,8.86,0,6.62,0,10.24,"01/10/2013",,2013-10-01,"2013","10","01",16.26
"E21","C",37.45,8.94,0,0,1.15,15.52,"01/10/2013",,2013-10-01,"2013","10","01",28.51
"E21","D",23.86,8.78,0,0,2.57,12.84,"01/10/2013",,2013-10-01,"2013","10","01",15.08
"E22","A",21.09,8.84,0,0.66,0,11.94,"01/10/2013",,2013-10-01,"2013","10","01",12.25
"E22","B",29.06,9.06,0,3.28,3.14,14.4,"01/10/2013",,2013-10-01,"2013","10","01",20
"E22","C",25.36,8.95,12.61,0.28,0,16.82,"01/10/2013",,2013-10-01,"2013","10","01",16.41
"E22","D",20.88,9,0,0,0.32,12.23,"01/10/2013",,2013-10-01,"2013","10","01",11.88
"E26","A",32.07,8.97,0,0.6,0.61,21.64,"01/10/2013",,2013-10-01,"2013","10","01",23.1
"E26","B",99.84,8.88,0,0,0,90.96,"01/10/2013",,2013-10-01,"2013","10","01",90.96
"E26","C",25.33,9.06,0,0,0.63,16.34,"01/10/2013",,2013-10-01,"2013","10","01",16.27
"E26","D",51.46,9.02,0,13.66,1.18,29.17,"01/10/2013",,2013-10-01,"2013","10","01",42.44
"E27","A",19.42,8.99,0,0.36,0,10.66,"01/10/2013",,2013-10-01,"2013","10","01",10.43
"E27","B",30.95,8.94,0,1.3,0.75,21.12,"01/10/2013",,2013-10-01,"2013","10","01",22.01
"E27","C",23.93,9.08,0,0,0,14.85,"01/10/2013",,2013-10-01,"2013","10","01",14.85
"E27","D",37.17,9.02,0,0.17,1.35,27.5,"01/10/2013",,2013-10-01,"2013","10","01",28.15
"F16","A",31.9,9.06,0,0.77,4.13,14.12,"01/10/2013",,2013-10-01,"2013","10","01",22.84
"F16","B",26.56,8.96,0,5.19,0,13.4,"01/10/2013",,2013-10-01,"2013","10","01",17.6
"F16","C",21.33,9.04,0,0.52,0.63,12.26,"01/10/2013",,2013-10-01,"2013","10","01",12.29
"F16","D",22.68,9.03,0,0,0,13.65,"01/10/2013",,2013-10-01,"2013","10","01",13.65
"F17","A",39.72,8.83,0,0.53,1.49,29.65,"01/10/2013",,2013-10-01,"2013","10","01",30.89
"F17","B",34.44,8.89,0,0,1.76,24.45,"01/10/2013",,2013-10-01,"2013","10","01",25.55
"F17","C",36.33,8.89,0,1.9,0.47,25.67,"01/10/2013",,2013-10-01,"2013","10","01",27.44
"F17","D",25.47,8.93,0,0,0,16.54,"01/10/2013",,2013-10-01,"2013","10","01",16.54
"F21","A",33.53,9.11,0,1.18,2.23,22.5,"01/10/2013",,2013-10-01,"2013","10","01",24.42
"F21","B",45.93,8.89,0,0.84,5.71,33.79,"01/10/2013",,2013-10-01,"2013","10","01",37.04
"F21","C",26.46,9.03,0,0,0,17.43,"01/10/2013",,2013-10-01,"2013","10","01",17.43
"F21","D",39.06,8.82,0,0.55,9.76,21.9,"01/10/2013",,2013-10-01,"2013","10","01",30.24
"F22","A",25.73,8.55,0,0.76,0.63,16.17,"01/10/2013",,2013-10-01,"2013","10","01",17.18
"F22","B",42.84,9.02,0,1.05,3.35,31.08,"01/10/2013",,2013-10-01,"2013","10","01",33.82
"F22","C",20.4,9.07,0,0,4.02,7.56,"01/10/2013",,2013-10-01,"2013","10","01",11.33
"F22","D",23.98,9.03,0,0.9,2.57,11.69,"01/10/2013",,2013-10-01,"2013","10","01",14.95
"F26","A",23.55,9.02,0,0.87,0,14.38,"01/10/2013",,2013-10-01,"2013","10","01",14.53
"F26","B",19.97,8.92,0,0,1.04,10.56,"01/10/2013",,2013-10-01,"2013","10","01",11.05
"F26","C",24.18,8.92,0,0,1.16,14.63,"01/10/2013",,2013-10-01,"2013","10","01",15.26
"F26","D",21.12,8.84,0,2.47,1.2,8.87,"01/10/2013",,2013-10-01,"2013","10","01",12.28
"F27","A",30.7,8.84,0,0,1.61,20.75,"01/10/2013",,2013-10-01,"2013","10","01",21.86
"F27","B",39.05,8.85,0,0,0.68,30.46,"01/10/2013",,2013-10-01,"2013","10","01",30.2
"F27","C",21.55,8.98,0,0,0,12.57,"01/10/2013",,2013-10-01,"2013","10","01",12.57
"F27","D",26.24,9.68,0,0.59,1.46,16.3,"01/10/2013",,2013-10-01,"2013","10","01",16.56
"J16","A",24.6,8.83,0,0,0.55,16.13,"01/10/2013",,2013-10-01,"2013","10","01",15.77
"J16","B",30.01,8.83,0,0,1.16,21.18,"01/10/2013",,2013-10-01,"2013","10","01",21.18
"J16","C",23.12,8.96,0,0,0,14.16,"01/10/2013",,2013-10-01,"2013","10","01",14.16
"J16","D",29.7,8.99,0,4.46,1.63,15.16,"01/10/2013",,2013-10-01,"2013","10","01",20.71
"J17","A",29.4,8.96,0,0,0,28.44,"01/10/2013",,2013-10-01,"2013","10","01",20.44
"J17","B",57.8,9,0,0,0,48.8,"01/10/2013",,2013-10-01,"2013","10","01",48.8
"J17","C",25.98,8.85,0,0,0,17.13,"01/10/2013",,2013-10-01,"2013","10","01",17.13
"J17","D",25.65,8.95,0,0,0,16.8,"01/10/2013",,2013-10-01,"2013","10","01",16.7
"J21","A",42.38,9.26,0,0,18.89,14.69,"01/10/2013",,2013-10-01,"2013","10","01",33.12
"J21","B",21.11,8.83,0,1.42,3.52,8.82,"01/10/2013",,2013-10-01,"2013","10","01",12.28
"J21","C",28.16,9.06,0,1.07,1.45,17.49,"01/10/2013",,2013-10-01,"2013","10","01",19.1
"J21","D",21.31,8.88,0,0,2.97,10.6,"01/10/2013",,2013-10-01,"2013","10","01",12.43
"J22","A",30.1,9,0,0.5,4.18,17.94,"01/10/2013",,2013-10-01,"2013","10","01",21.1
"J22","B",29.69,9.08,0,1.44,1.18,19.22,"01/10/2013",,2013-10-01,"2013","10","01",20.61
"J22","C",43.28,9.04,0,1.48,7.14,26.99,"01/10/2013",,2013-10-01,"2013","10","01",34.24
"J22","D",39.12,8.88,0,8.19,3.79,19.22,"01/10/2013",,2013-10-01,"2013","10","01",30.24
"J26","A",39.47,9.1,0,0.92,1.05,29.74,"01/10/2013",,2013-10-01,"2013","10","01",30.37
"J26","B",26.96,9.11,0,0.65,0.63,17.65,"01/10/2013",,2013-10-01,"2013","10","01",17.85
"J26","C",22.84,9.1,0,0.95,0.7,13.08,"01/10/2013",,2013-10-01,"2013","10","01",13.74
"J26","D",41.55,9.08,0,4.6,1.26,27.15,"01/10/2013",,2013-10-01,"2013","10","01",32.47
"J27","A",26.46,9.03,0,0.66,0,17.26,"01/10/2013",,2013-10-01,"2013","10","01",17.43
"J27","B",18.09,9.09,0,0.54,0.6,8.56,"01/10/2013",,2013-10-01,"2013","10","01",9
"J27","C",26.09,9.08,0,0.41,0.6,17.14,"01/10/2013",,2013-10-01,"2013","10","01",17.01
"J27","D",26.37,8.96,0,0,1.74,16.43,"01/10/2013",,2013-10-01,"2013","10","01",17.41
"K16","A",38.99,8.88,12.79,0,2.56,15.75,"01/10/2013",,2013-10-01,"2013","10","01",30.11
"K16","B",88.5,8.97,0,62.73,0,18.23,"01/10/2013",,2013-10-01,"2013","10","01",79.53
"K16","C",25.18,8.88,0,0,0.83,15.93,"01/10/2013",,2013-10-01,"2013","10","01",16.3
"K16","D",27.39,8.92,0,0,0,18.47,"01/10/2013",,2013-10-01,"2013","10","01",18.47
"K17","A",29.47,8.93,0,2.08,0,18.94,"01/10/2013",,2013-10-01,"2013","10","01",20.54
"K17","B",24.26,8.94,0,0,0,15.32,"01/10/2013",,2013-10-01,"2013","10","01",15.32
"K17","C",25.62,9,0,0,0,16.62,"01/10/2013",,2013-10-01,"2013","10","01",16.62
"K17","D",16.95,8.88,0,0.94,0,7.68,"01/10/2013",,2013-10-01,"2013","10","01",8.07
"K21","A",27.75,9.06,0,0,2.02,17.82,"01/10/2013",,2013-10-01,"2013","10","01",18.69
"K21","B",26.97,8.99,0,0,0.78,17.43,"01/10/2013",,2013-10-01,"2013","10","01",17.98
"K21","C",30.35,8.9,0,0,2.65,19.99,"01/10/2013",,2013-10-01,"2013","10","01",21.45
"K21","D",42.98,8.88,0,0,8.92,26.73,"01/10/2013",,2013-10-01,"2013","10","01",34.1
"K22","A",30.98,8.99,0,0,8.87,14.53,"01/10/2013",,2013-10-01,"2013","10","01",21.99
"K22","B",21.83,9.01,0,0,1.24,11.71,"01/10/2013",,2013-10-01,"2013","10","01",12.82
"K22","C",29.56,8.96,0,0.63,1.17,19.96,"01/10/2013",,2013-10-01,"2013","10","01",20.6
"K22","D",27.84,8.93,0,1.67,4.52,13.43,"01/10/2013",,2013-10-01,"2013","10","01",18.91
"K26","A",22.64,8.88,0,0,0.7,13.62,"01/10/2013",,2013-10-01,"2013","10","01",13.76
"K26","B",27.54,8.93,0,0,3.23,16.16,"01/10/2013",,2013-10-01,"2013","10","01",18.61
"K26","C",71.76,8.29,0,0,6.75,58.45,"01/10/2013",,2013-10-01,"2013","10","01",63.47
"K26","D",35.37,8.76,0,11.9,0,15.66,"01/10/2013",,2013-10-01,"2013","10","01",26.61
"K27","A",20.86,8.97,0,0,0,11.89,"01/10/2013",,2013-10-01,"2013","10","01",11.89
"K27","B",17.2,8.99,0,0.84,0,8.08,"01/10/2013",,2013-10-01,"2013","10","01",8.21
"K27","C",24.43,9.03,0,0,1.14,15.22,"01/10/2013",,2013-10-01,"2013","10","01",15.4
"K27","D",44.57,9.08,10.58,1.1,3.63,21.98,"01/10/2013",,2013-10-01,"2013","10","01",35.49
"E16","A",27.64,8.06,0,0,1.16,18.38,"15/10/2013",,2013-10-15,"2013","10","15",19.58
"E16","B",30.96,8.06,0,0,1.92,21.78,"15/10/2013",,2013-10-15,"2013","10","15",22.9
"E16","C",28.84,8.06,0,0,0.92,19.15,"15/10/2013",,2013-10-15,"2013","10","15",20.78
"E16","D",25.04,8.06,0,0,0.71,16.62,"15/10/2013",,2013-10-15,"2013","10","15",16.98
"E17","A",31.22,8.06,0,0,2.42,21.13,"15/10/2013",,2013-10-15,"2013","10","15",23.16
"E17","B",22.09,8.06,0,0,2.92,11.02,"15/10/2013",,2013-10-15,"2013","10","15",14.03
"E17","C",25.8,8.06,0,0,0.9,16.95,"15/10/2013",,2013-10-15,"2013","10","15",17.74
"E17","D",25.17,8.06,0,0,0,17.11,"15/10/2013",,2013-10-15,"2013","10","15",17.11
"E21","A",40.19,8.06,0,0.09,3.1,29.98,"15/10/2013",,2013-10-15,"2013","10","15",32.13
"E21","B",88.7,8.06,0,7.08,6.22,69.96,"15/10/2013",,2013-10-15,"2013","10","15",80.64
"E21","C",27.33,8.06,0,0,0,19.27,"15/10/2013",,2013-10-15,"2013","10","15",19.27
"E21","D",39.79,8.06,0,,5.79,26.58,"15/10/2013",,2013-10-15,"2013","10","15",31.73
"E22","A",27.08,8.06,0,0.32,0,12.18,"15/10/2013",,2013-10-15,"2013","10","15",19.02
"E22","B",38.82,8.06,0,3.36,10.83,17.02,"15/10/2013",,2013-10-15,"2013","10","15",30.76
"E22","C",22.67,8.06,0,0,1.53,13.08,"15/10/2013",,2013-10-15,"2013","10","15",14.61
"E22","D",30.7,8.06,0,0,1.26,22.01,"15/10/2013",,2013-10-15,"2013","10","15",22.64
"E26","A",31.8,8.06,0,0,0.83,24.44,"15/10/2013",,2013-10-15,"2013","10","15",23.74
"E26","B",22.55,8.06,0,0,0.43,15,"15/10/2013",,2013-10-15,"2013","10","15",14.49
"E26","C",16.9,8.06,0,0,0,8.84,"15/10/2013",,2013-10-15,"2013","10","15",8.84
