Name,#,Sample_ID,Level,Species,Organ,Tree_ID,id.ext.ss,id.ext.starch,Daum,Weight_mg,Box_HPLC,Box_14C,Results_file_14C,Box_d13C,Glucose,Sucrose,Fructose,Starch,Total_sugars,Total_NSC,TOC_sugars_extraction,Bulk_d13C_permil,Water_soluble_d13C_permil,Starch_d13C_permil,Lipids_d13C_permil,Respired_d13C_permil,Respired_D14C,Sugars_D14C_permil,Starch_D14C_permil,Cellulose_D14C_permil,d15N_bulk,Cellulose_mg,N,C%,N%,C/N,CO2_efflux_flasks,CO2_efflux_Cozir,CO2_norm,Elevation,Shoot_root
B.Hilman,165,H.Larix.R.3.1_2,High,Larix decidua,Roots 1-2 mm,3,H.Larix.R.3.1_2_A,H.Larix.R.3.1_2_E,,51.76,Box20_04.09.20,Box16_11.09.2020_14C_sugar&starch_Stilberg,,Box17_11.09.2020_13C_sugar&starch_Stilberg,0.4,1.6,0.4,1.7,2.3,4.0,10.994,-28.22,-29.38,-27.13,,-29.64,12.81,14,,24.7,-0.0319380681554538,7.76,0.475043858257503,48.7518882751465,0.461663097143173,105.60,1.27234796622833,0.174730135583469,1.35839784041544,2200,Root
B.Hilman,166,H.Larix.R.4.1_2,High,Larix decidua,Roots 1-2 mm,4,H.Larix.R.4.1_2_A,H.Larix.R.4.1_2_E,,50.85,Box3_13.03.20,Box5_13.03.2020_14C_sugar&starch_Stilberg,,Box3_25.02.2020_d13_sugar&starch_Stilberg,0.4,1.9,0.4,2.5,2.7,5.2,9.848,-28.52,-29.28,-27.37,,-29.68,0.25,36.2,,47.4,-1.5647018606739,6.51,0.440141166652414,49.1175994873047,0.41742217540741,117.67,1.16335765277843,0.145453188525367,1.21875437925257,2200,Root
B.Hilman,167,H.Larix.R.5.1_2,High,Larix decidua,Roots 1-2 mm,5,H.Larix.R.5.1_2_A,H.Larix.R.5.1_2_E,,50.59,Box3_13.03.20,Box5_13.03.2020_14C_sugar&starch_Stilberg,,Box3_25.02.2020_d13_sugar&starch_Stilberg,0.2,0.9,0.2,1.8,1.3,3.1,6.591,-28.20,-29.31,-27.82,,-29.62,-2.97,22,,35.4,-1.43101064760632,8.68,0.437506668908155,51.3956565856934,0.449371963739395,114.37,1.04466746755358,0.135131868498942,1.14562247213508,2200,Root
B.Hilman,168,M.Larix.R.6.1_2,Middle,Larix decidua,Roots 1-2 mm,6,M.Larix.R.6.1_2_A,M.Larix.R.6.1_2_E,,49.76,Box3_13.03.20,Box5_13.03.2020_14C_sugar&starch_Stilberg,,Box3_25.02.2020_d13_sugar&starch_Stilberg,0.5,1.2,0.4,1.4,2.1,3.5,5.152,-28.00,-29.49,-27.11,,-30.23,6.25,29.8,,35.6,1.69313270261937,7.72,0.500677569347388,48.3497123718262,0.482920914888382,100.12,0.814885999143764,0.150828248568179,0.826533507262964,2080,Root
B.Hilman,169,M.Larix.R.7.1_2,Middle,Larix decidua,Roots 1-2 mm,7,M.Larix.R.7.1_2_A,M.Larix.R.7.1_2_E,,50.19,Box20_04.09.20,Box16_11.09.2020_14C_sugar&starch_Stilberg,,Box17_11.09.2020_13C_sugar&starch_Stilberg,0.4,1.0,0.4,2.4,1.7,4.1,8.252,-28.23,-29.56,-27.02,,-28.91,6.72,24.9,,28.1,-2.01233804748656,7.29,0.866854841534897,47.8537254333496,0.83629298210144,57.22,1.19004978657625,0.193207031901533,1.2252783786297,2080,Root
B.Hilman,170,M.Larix.R.8.1_2,Middle,Larix decidua,Roots 1-2 mm,8,M.Larix.R.8.1_2_A,M.Larix.R.8.1_2_E,,50.34,Box20_04.09.20,Box16_11.09.2020_14C_sugar&starch_Stilberg,,Box17_11.09.2020_13C_sugar&starch_Stilberg,0.4,1.4,0.5,2.0,2.3,4.3,11.642,-27.51,-28.98,-27.07,,-28.48,6.31,25.4,,25.5,-1.04303323608556,6.23,0.474357311588091,48.9389915466309,0.461981207132339,105.93,1.4377635129438,0.22039173754213,1.44914447323631,2080,Root
B.Hilman,171,M.Larix.R.9.1_2,Middle,Larix decidua,Roots 1-2 mm,9,M.Larix.R.9.1_2_A,M.Larix.R.9.1_2_E,,49.77,Box20_04.09.20,Box16_11.09.2020_14C_sugar&starch_Stilberg,,Box17_11.09.2020_13C_sugar&starch_Stilberg,0.3,1.6,0.5,2.2,2.5,4.7,12.009,-27.58,-29.12,-26.45,,-28.57,2.55,23.1,,41.4,-3.34814406024129,9.4,0.508534125205826,48.6971244812012,0.496374636888504,98.11,1.29111025641879,,0,2080,Root
B.Hilman,172,M.Larix.R.10.1_2,Middle,Larix decidua,Roots 1-2 mm,10,M.Larix.R.10.1_2_A,M.Larix.R.10.1_2_E,,49.99,Box20_04.09.20,Box16_11.09.2020_14C_sugar&starch_Stilberg,,Box17_11.09.2020_13C_sugar&starch_Stilberg,0.4,0.9,0.4,1.4,1.7,3.1,6.878,-29.21,-30.69,-28.22,,-30.70,12.75,36.1,,19.1,-5.26189176824335,7.92,0.365928173840546,48.6949768066406,0.347889840602875,139.97,0.978795853879779,0.143182819055265,0.978795853879779,2080,Root
B.Hilman,173,L.Larix.R.11.1_2,Low,Larix decidua,Roots 1-2 mm,11,L.Larix.R.11.1_2_A,L.Larix.R.11.1_2_E,,50.92,Box20_04.09.20,Box16_11.09.2020_14C_sugar&starch_Stilberg,,Box17_11.09.2020_13C_sugar&starch_Stilberg,0.3,1.2,0.3,1.7,1.9,3.6,10.061,-28.38,-29.97,-27.20,,-29.22,10.36,33,,49.5,-1.98210826956329,7.76,0.532462478388016,49.7872161865234,0.544609785079956,91.42,0.883766886359596,,0.868569202265717,2000,Root
B.Hilman,174,L.Larix.R.12.1_2,Low,Larix decidua,Roots 1-2 mm,12,L.Larix.R.12.1_2_A,L.Larix.R.12.1_2_E,,49.95,Box20_04.09.20,Box16_11.09.2020_14C_sugar&starch_Stilberg,,Box17_11.09.2020_13C_sugar&starch_Stilberg,0.4,1.2,0.3,0.6,1.9,2.5,8.303,-28.02,-29.24,-26.98,,-29.55,-0.30,21.8,,39.7,0.518082953651774,7.72,0.600623652380734,48.3808174133301,0.575378894805908,84.09,1.09762428239244,0.263934311625548,1.08557488855176,2000,Root
B.Hilman,175,L.Larix.R.13.1_2,Low,Larix decidua,Roots 1-2 mm,13,L.Larix.R.13.1_2_A,L.Larix.R.13.1_2_E,,49.41,Box20_04.09.20,Box16_11.09.2020_14C_sugar&starch_Stilberg,,Box17_11.09.2020_13C_sugar&starch_Stilberg,0.4,0.9,0.4,1.8,1.7,3.5,8.773,-28.94,-29.38,-26.96,,-29.81,9.13,16.5,,29.2,-1.68222262073105,7.89,0.445733719776821,49.864631652832,0.422408998012543,118.05,0.985901933786694,0.148698117155946,1.02070517441981,2000,Root
B.Hilman,176,L.Larix.R.14.1_2,Low,Larix decidua,Roots 1-2 mm,14,L.Larix.R.14.1_2_A,L.Larix.R.14.1_2_E,,53.37,Box20_04.09.20,Box16_11.09.2020_14C_sugar&starch_Stilberg,,Box17_11.09.2020_13C_sugar&starch_Stilberg,0.5,0.9,0.4,1.3,1.8,3.1,7.777,,-29.70,-27.22,,-28.93,12.86,13.3,,28.1,,8.05,,,,,0,0.192934242894071,0,2000,Root
B.Hilman,177,L.Larix.R.15.1_2,Low,Larix decidua,Roots 1-2 mm,15,L.Larix.R.15.1_2_A,L.Larix.R.15.1_2_E,,49.89,Box20_04.09.20,Box16_11.09.2020_14C_sugar&starch_Stilberg,,Box17_11.09.2020_13C_sugar&starch_Stilberg,0.6,1.4,0.5,2.9,2.5,5.4,9.008,-28.37,-29.28,-27.16,,-29.09,7.21,63.1,,76.2,-0.897144367682418,6.29,0.559461376521261,49.3864936828613,0.537553191184998,91.87,0,0.146959650867682,0,2000,Root
B.Hilman,178,D.Larix.R.16.1_2,Valley,Larix decidua,Roots 1-2 mm,16,D.Larix.R.16.1_2_A,D.Larix.R.16.1_2_E,,49.51,Box20_04.09.20,Box16_11.09.2020_14C_sugar&starch_Stilberg,,Box17_11.09.2020_13C_sugar&starch_Stilberg,0.3,1.3,0.1,3.3,1.8,5.1,13.308,-28.00,-29.42,-26.89,,-28.69,5.01,27,,34.1,1.01233427261614,5.01,0.699402806235457,49.4969902038574,0.669214963912964,73.96,0,0.14341386111712,0,1560,Root
B.Hilman,179,D.Larix.R.17.1_2,Valley,Larix decidua,Roots 1-2 mm,17,D.Larix.R.17.1_2_A,D.Larix.R.17.1_2_E,,50.88,Box20_04.09.20,Box16_11.09.2020_14C_sugar&starch_Stilberg,,Box17_11.09.2020_13C_sugar&starch_Stilberg,0.3,1.3,0.2,2.6,1.9,4.5,11.270,-27.70,-28.79,-25.92,,-28.20,-5.03,5.7,,17,1.2959782138959,7.41,0.608239216347051,48.4949607849121,0.587733864784241,82.51,0,0.161460150986536,0,1560,Root
B.Hilman,180,D.Larix.R.18.1_2,Valley,Larix decidua,Roots 1-2 mm,18,D.Larix.R.18.1_2_A,D.Larix.R.18.1_2_E,,48.98,Box20_04.09.20,Box16_11.09.2020_14C_sugar&starch_Stilberg,,Box17_11.09.2020_13C_sugar&starch_Stilberg,0.3,1.7,0.3,4.1,2.2,6.3,9.642,-27.31,-27.69,-24.18,,-26.89,9.39,-2.2,,14,0.838209260729329,4.76,0.80085769066648,49.2025566101074,0.799851298332214,61.51,0,0.270214624102073,0,1560,Root
